id,judgement
0002e4f816c863e4b912d6d97dcb68ad,0.00029740587
000c86ea-55df-11e2-bf3e-76c0a789346f,0.0133245895
001b27476dfbcdd1431b1607419d83af,1.2340775e-05
001eb05a-719e-11e3-8b3f-b1666705ca3b,0.9306662
0058b29067c414f21b35c8f64cb49e64,0.27138773
006fc862-2dd6-11e2-beb2-4b4cf5087636,0.00034077532
00cdf9ca-9065-11e4-a900-9960214d4cd7,0.17712297
010899d8-8640-11e4-b9b7-b8632ae73d25,0.0033957954
011cc3bcfe1cbeacc0e979cdd2e1db06,0.08683312
0134975400a8411d82af981fc47743ec,0.04501379
0143dba864f3e86a80c6dfc621971911,0.009016355
014e7cd2-e1e0-11e3-9743-bb9b59cde7b9,1.2486402e-08
01a5d839a0c7288ec696b32cce76a703,2.9818578e-11
039a48d6-4e47-11e3-9890-a1e0997fb0c0,7.5562806e-05
03c00604-47fa-11e4-b72e-d60a9229cc10,0.00010855767
04b6776e-cdef-11e6-a87f-b917067331bb,3.3126067e-05
04bac4d0-2b48-11e1-bbb4-584e01ef538d,3.4663916e-08
04dd3f6c-2719-11e5-b72c-2b7d516e1e0e,1.07299135e-10
05634bf0-b0c7-11e1-a474-1d6470acef29,6.1234125e-05
063dbad2cc743bbdd23e96a9d053345f,0.0018260168
0669e164-22cf-11e3-966c-9c4293c47ebe,0.00016865051
06f75180-e234-11e5-8c00-8aa03741dced,0.0014892174
0742c4c8-e66a-11e5-a6f3-21ccdbc5f74e,2.2854724e-06
07569f42637702e61277ba4f04b197ef,0.0021697248
0799e2bc-2dd6-11e2-9ac2-1c61452669c3,0.007148997
07d96c37e3e5790ab88224e1507dd821,5.0518724e-05
085f6ebbf1298c05c1e48a9170c28ee5,0.0023707175
085fcb0a-8a86-11e2-a88e-461ffa2e34e4,3.8863192e-05
088028d2-b5d2-11e3-b899-20667de76985,2.6795096e-06
09482af0-f5b7-11e4-b2f3-af5479e6bbdd,1.831332e-07
0948602d91e48c43035d997def18c8f6,0.38545167
097da74cb383905167cee2035a662791,0.20628108
0a418d60a4acb0a2b2d230557ede332c,0.00036512833
0adc2168eda2ca46a817b481711c6b7b,0.010383389
0b4cb36a-2a50-11e1-8329-4460f290b8fc,0.000107139305
0c162ea4-9551-11e1-815b-a895cf01086e,0.0006631893
0c557ffc-39cb-11e4-bdfb-de4104544a37,0.0019168158
0ca0ebd8-905e-11e4-ba53-a477d66580ed,0.0019117484
0d084cd4-d452-11e2-b05f-3ea3f0e7bb5a,0.060769916
